,O*NET-SOC Code,Title,Example,Commodity Code,Commodity Title,Hot Technology
10818,15-1299.09,Information Technology Project Managers,Oracle JD Edwards EnterpriseOne,43231602,Enterprise resource planning ERP software,Y
10819,15-1299.09,Information Technology Project Managers,Oracle JDBC,43232306,Data base user interface and query software,Y
10820,15-1299.09,Information Technology Project Managers,Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y
10821,15-1299.09,Information Technology Project Managers,Oracle PeopleSoft Financials,43231602,Enterprise resource planning ERP software,Y
10822,15-1299.09,Information Technology Project Managers,Oracle PL/SQL,43232304,Data base management system software,Y
10823,15-1299.09,Information Technology Project Managers,Oracle Primavera Enterprise Project Portfolio Management,43231507,Project management software,Y
10824,15-1299.09,Information Technology Project Managers,Oracle Primavera P6 Professional Project Management,43231507,Project management software,N
10825,15-1299.09,Information Technology Project Managers,Oracle software,43232306,Data base user interface and query software,Y
10826,15-1299.09,Information Technology Project Managers,Oracle Solaris,43233004,Operating system software,Y
10827,15-1299.09,Information Technology Project Managers,Oracle Taleo,43231505,Human resources software,Y
10828,15-1299.09,Information Technology Project Managers,Oracle WebLogic Server,43232701,Application server software,Y
10829,15-1299.09,Information Technology Project Managers,Palbridge Ubidesk,43231507,Project management software,N
10830,15-1299.09,Information Technology Project Managers,Perforce Helix software,43232401,Configuration management software,N
10831,15-1299.09,Information Technology Project Managers,PHP: Hypertext Preprocessor,43232408,Web platform development software,Y
10832,15-1299.09,Information Technology Project Managers,Planbox,43231507,Project management software,N
10833,15-1299.09,Information Technology Project Managers,Planisware,43232306,Data base user interface and query software,N
10834,15-1299.09,Information Technology Project Managers,Planview Process Builder,43231602,Enterprise resource planning ERP software,Y
10835,15-1299.09,Information Technology Project Managers,pm ase QuickBuild,43232402,Development environment software,N
10836,15-1299.09,Information Technology Project Managers,PostgreSQL,43232311,Object oriented data base management software,Y
10837,15-1299.09,Information Technology Project Managers,Practical extraction and reporting language Perl,43232405,Object or component oriented development software,Y
10838,15-1299.09,Information Technology Project Managers,Project Manager Online ProjectManager.com,43231507,Project management software,N
10839,15-1299.09,Information Technology Project Managers,Project portfolio management PPM software,43231602,Enterprise resource planning ERP software,Y
10840,15-1299.09,Information Technology Project Managers,Project-Open,43231507,Project management software,N
10841,15-1299.09,Information Technology Project Managers,Project.net,43231602,Enterprise resource planning ERP software,Y
10842,15-1299.09,Information Technology Project Managers,ProjectLibre,43231507,Project management software,N
10843,15-1299.09,Information Technology Project Managers,Projecturf,43231507,Project management software,N
10844,15-1299.09,Information Technology Project Managers,Puppet,43232401,Configuration management software,Y
10845,15-1299.09,Information Technology Project Managers,Python,43232405,Object or component oriented development software,Y
10846,15-1299.09,Information Technology Project Managers,Qlik Tech QlikView,43232314,Business intelligence and data analysis software,Y
10847,15-1299.09,Information Technology Project Managers,QSM SLIM Suite,43232306,Data base user interface and query software,N
10848,15-1299.09,Information Technology Project Managers,R,43232405,Object or component oriented development software,Y
10849,15-1299.09,Information Technology Project Managers,React,43232408,Web platform development software,Y
10850,15-1299.09,Information Technology Project Managers,Red Hat Enterprise Linux,43233004,Operating system software,Y
10851,15-1299.09,Information Technology Project Managers,Red Hat OpenShift,43232701,Application server software,Y
10852,15-1299.09,Information Technology Project Managers,Red Hat WildFly,43232701,Application server software,Y
10853,15-1299.09,Information Technology Project Managers,Redmine,43231507,Project management software,N
10854,15-1299.09,Information Technology Project Managers,Relational database management software,43232304,Data base management system software,Y
10855,15-1299.09,Information Technology Project Managers,Resource management software,43233511,Mobile location based services software,N
10856,15-1299.09,Information Technology Project Managers,Ruby,43232402,Development environment software,Y
10857,15-1299.09,Information Technology Project Managers,Ruby on Rails,43232408,Web platform development software,Y
10858,15-1299.09,Information Technology Project Managers,Salesforce software,43232303,Customer relationship management CRM software,Y
10859,15-1299.09,Information Technology Project Managers,Salesforce Visualforce,43232404,Graphical user interface development software,Y
10860,15-1299.09,Information Technology Project Managers,SAP,43231602,Enterprise resource planning ERP software,Y
10861,15-1299.09,Information Technology Project Managers,SAP Business Objects,43231602,Enterprise resource planning ERP software,Y
10862,15-1299.09,Information Technology Project Managers,SAP Crystal Reports,43232305,Data base reporting software,Y
10863,15-1299.09,Information Technology Project Managers,SAS,43232605,Analytical or scientific software,Y
10864,15-1299.09,Information Technology Project Managers,Scala,43232405,Object or component oriented development software,Y
10865,15-1299.09,Information Technology Project Managers,Scheduling software,43232108,Calendar and scheduling software,N
10866,15-1299.09,Information Technology Project Managers,Sciforma,43231507,Project management software,N
10867,15-1299.09,Information Technology Project Managers,Screencast-O-Matic,43232103,Video creation and editing software,N
10868,15-1299.09,Information Technology Project Managers,Selenium,43232406,Program testing software,Y
10869,15-1299.09,Information Technology Project Managers,SharedPlan Software SharedPlan Pro,43231507,Project management software,N
10870,15-1299.09,Information Technology Project Managers,Shell script,43233004,Operating system software,Y
10871,15-1299.09,Information Technology Project Managers,Siemens Teamcenter,43231507,Project management software,N
10872,15-1299.09,Information Technology Project Managers,Skype,43232702,Desktop communications software,N
10873,15-1299.09,Information Technology Project Managers,Slack,43231507,Project management software,N
10874,15-1299.09,Information Technology Project Managers,SmartBear Software Automated Build Studio,43232402,Development environment software,N
10875,15-1299.09,Information Technology Project Managers,Smartsheet,43231507,Project management software,N
10876,15-1299.09,Information Technology Project Managers,Splunk Enterprise,43233701,Enterprise system management software,Y
10877,15-1299.09,Information Technology Project Managers,Spring Boot,43232701,Application server software,Y
10878,15-1299.09,Information Technology Project Managers,Spring Framework,43232408,Web platform development software,Y
10879,15-1299.09,Information Technology Project Managers,Standpipe Studios Vertabase,43231507,Project management software,N
10880,15-1299.09,Information Technology Project Managers,StataCorp Stata,43232605,Analytical or scientific software,N
10881,15-1299.09,Information Technology Project Managers,Structured query language SQL,43232306,Data base user interface and query software,Y
10882,15-1299.09,Information Technology Project Managers,Stylite eGroupWare,43231507,Project management software,N
10883,15-1299.09,Information Technology Project Managers,Supervisory control and data acquisition SCADA software,43232608,Industrial control software,Y
10884,15-1299.09,Information Technology Project Managers,Swift,43232405,Object or component oriented development software,Y
10885,15-1299.09,Information Technology Project Managers,Symantec,43233205,Transaction security and virus protection software,Y
10886,15-1299.09,Information Technology Project Managers,Tableau,43232314,Business intelligence and data analysis software,Y
10887,15-1299.09,Information Technology Project Managers,TaskJuggler,43231507,Project management software,N
10888,15-1299.09,Information Technology Project Managers,Tax software,43231601,Accounting software,N
10889,15-1299.09,Information Technology Project Managers,TeamDynamixHE,43231507,Project management software,N
10890,15-1299.09,Information Technology Project Managers,Tenrox Project Workforce Management,43231507,Project management software,N
10891,15-1299.09,Information Technology Project Managers,Teradata Database,43232304,Data base management system software,Y
10892,15-1299.09,Information Technology Project Managers,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
10893,15-1299.09,Information Technology Project Managers,The Omni Group OmniPlan,43231507,Project management software,N
10894,15-1299.09,Information Technology Project Managers,ThoughtWorks Studio Mingle,43231507,Project management software,N
10895,15-1299.09,Information Technology Project Managers,Tigris Cabie,43232402,Development environment software,N
10896,15-1299.09,Information Technology Project Managers,Transact-SQL,43232306,Data base user interface and query software,Y
10897,15-1299.09,Information Technology Project Managers,Trimble SketchUp Pro,43232102,Graphics or photo imaging software,Y
10898,15-1299.09,Information Technology Project Managers,Ubuntu,43233004,Operating system software,N
10899,15-1299.09,Information Technology Project Managers,Unawave,43231507,Project management software,N
10900,15-1299.09,Information Technology Project Managers,Unified modeling language UML,43232407,Requirements analysis and system architecture software,Y
10901,15-1299.09,Information Technology Project Managers,UNIX,43233004,Operating system software,Y
10902,15-1299.09,Information Technology Project Managers,UNIX Shell,43233004,Operating system software,Y
10903,15-1299.09,Information Technology Project Managers,Veritas NetBackup,43233415,Backup or archival software,N
10904,15-1299.09,Information Technology Project Managers,Version control software,43232203,File versioning software,N
10905,15-1299.09,Information Technology Project Managers,Virtual private networking VPN software,43233203,Network security or virtual private network VPN management software,Y
10906,15-1299.09,Information Technology Project Managers,Vitria M3O Operational Intelligence,43231602,Enterprise resource planning ERP software,Y
10907,15-1299.09,Information Technology Project Managers,VMWare,43232401,Configuration management software,Y
10908,15-1299.09,Information Technology Project Managers,Voice over internet protocol VoiP system software,43232805,Internet protocol IP multimedia subsystem software,Y
10909,15-1299.09,Information Technology Project Managers,VSCOnline VPMi,43231507,Project management software,N
10910,15-1299.09,Information Technology Project Managers,WBS Goplan,43231507,Project management software,N
10911,15-1299.09,Information Technology Project Managers,web2project,43231507,Project management software,N
10912,15-1299.09,Information Technology Project Managers,Wireshark,43232801,Network monitoring software,Y
10913,15-1299.09,Information Technology Project Managers,Wrike,43231507,Project management software,N
10914,15-1299.09,Information Technology Project Managers,Xplanner,43232306,Data base user interface and query software,N
10915,15-1299.09,Information Technology Project Managers,Zoho Projects,43231507,Project management software,N
10916,15-2011.00,Actuaries,Appraisal software,43231604,Financial analysis software,N
10917,15-2011.00,Actuaries,ARMON Technologies XLActuary,43231604,Financial analysis software,N
10918,15-2011.00,Actuaries,C++,43232405,Object or component oriented development software,Y
10919,15-2011.00,Actuaries,Cash flow software,43231604,Financial analysis software,N
10920,15-2011.00,Actuaries,Compliance testing software,43232606,Compliance software,N
10921,15-2011.00,Actuaries,Data entry software,43232306,Data base user interface and query software,Y
10922,15-2011.00,Actuaries,dBASE Plus,43232306,Data base user interface and query software,N
10923,15-2011.00,Actuaries,GGY AXIS,43231604,Financial analysis software,N
10924,15-2011.00,Actuaries,IBM Lotus Notes,43233501,Electronic mail software,N
10925,15-2011.00,Actuaries,IBM SPSS Statistics,43232605,Analytical or scientific software,Y
10926,15-2011.00,Actuaries,Insightful S-PLUS,43232605,Analytical or scientific software,N
10927,15-2011.00,Actuaries,Insureware ICRFS-ELRF,43231604,Financial analysis software,N
10928,15-2011.00,Actuaries,Lewis & Ellis LEAPPS,43231604,Financial analysis software,N
10929,15-2011.00,Actuaries,Microsoft Access,43232306,Data base user interface and query software,Y
10930,15-2011.00,Actuaries,Microsoft Excel,43232110,Spreadsheet software,Y
10931,15-2011.00,Actuaries,Microsoft Office,43231513,Office suite software,Y
10932,15-2011.00,Actuaries,Microsoft PowerPoint,43232106,Presentation software,Y
10933,15-2011.00,Actuaries,Microsoft Project,43231507,Project management software,Y
10934,15-2011.00,Actuaries,Microsoft SQL Server,43232306,Data base user interface and query software,Y
10935,15-2011.00,Actuaries,Microsoft Visio,43232102,Graphics or photo imaging software,Y
10936,15-2011.00,Actuaries,Microsoft Visual Basic,43232402,Development environment software,Y
10937,15-2011.00,Actuaries,Microsoft Visual Basic for Applications VBA,43232402,Development environment software,Y
10938,15-2011.00,Actuaries,Microsoft Visual FoxPro,43232311,Object oriented data base management software,N
10939,15-2011.00,Actuaries,Microsoft Word,43232104,Word processing software,Y
10940,15-2011.00,Actuaries,Milliman Corporate Affinity,43231604,Financial analysis software,N
10941,15-2011.00,Actuaries,Milliman ReservePro,43231604,Financial analysis software,N
10942,15-2011.00,Actuaries,Oak Mountain Software AnnuityValue,43231604,Financial analysis software,N
10943,15-2011.00,Actuaries,Oracle Java,43232405,Object or component oriented development software,Y
10944,15-2011.00,Actuaries,Oracle software,43232306,Data base user interface and query software,Y
10945,15-2011.00,Actuaries,PolySystems Asset Delphi,43231604,Financial analysis software,N
10946,15-2011.00,Actuaries,Presentation software,43232106,Presentation software,N
10947,15-2011.00,Actuaries,Pricing software,43231604,Financial analysis software,N
10948,15-2011.00,Actuaries,Python,43232405,Object or component oriented development software,Y
10949,15-2011.00,Actuaries,Qlik Tech QlikView,43232314,Business intelligence and data analysis software,Y
10950,15-2011.00,Actuaries,R,43232405,Object or component oriented development software,Y
10951,15-2011.00,Actuaries,SAP BusinessObjects Desktop Intelligence,43232306,Data base user interface and query software,N
10952,15-2011.00,Actuaries,SAS,43232605,Analytical or scientific software,Y
10953,15-2011.00,Actuaries,Spreadsheet software,43232110,Spreadsheet software,N
10954,15-2011.00,Actuaries,SS&C PTS,43231604,Financial analysis software,N
10955,15-2011.00,Actuaries,Statistical software,43232605,Analytical or scientific software,N
10956,15-2011.00,Actuaries,Structured query language SQL,43232306,Data base user interface and query software,Y
10957,15-2011.00,Actuaries,Towers Perrin MoSes,43231604,Financial analysis software,N
10958,15-2011.00,Actuaries,Wolfram Research Mathematica,43232605,Analytical or scientific software,N
10959,15-2011.00,Actuaries,Word processing software,43232104,Word processing software,N
10960,15-2021.00,Mathematicians,Adobe Systems Adobe Photoshop,43232102,Graphics or photo imaging software,Y
10961,15-2021.00,Mathematicians,Algae,43232605,Analytical or scientific software,N
10962,15-2021.00,Mathematicians,AMPL,43232605,Analytical or scientific software,N
10963,15-2021.00,Mathematicians,Analyse-it,43232605,Analytical or scientific software,N
10964,15-2021.00,Mathematicians,Analysis and Visualization of Time Sequences AVTS,43232605,Analytical or scientific software,N
10965,15-2021.00,Mathematicians,Apfloat,43232605,Analytical or scientific software,N
10966,15-2021.00,Mathematicians,Aptech Systems GAUSS,43232605,Analytical or scientific software,N
10967,15-2021.00,Mathematicians,ARfit,43232605,Analytical or scientific software,N
10968,15-2021.00,Mathematicians,AUTO,43232605,Analytical or scientific software,N
10969,15-2021.00,Mathematicians,Aztec,43232605,Analytical or scientific software,N
10970,15-2021.00,Mathematicians,C,43232402,Development environment software,N
10971,15-2021.00,Mathematicians,C#,43232405,Object or component oriented development software,Y
10972,15-2021.00,Mathematicians,C++,43232405,Object or component oriented development software,Y
10973,15-2021.00,Mathematicians,Computer Algebra System for Algebraic Geometry CASA,43232605,Analytical or scientific software,N
10974,15-2021.00,Mathematicians,DataDescription DataDesk,43232605,Analytical or scientific software,N
10975,15-2021.00,Mathematicians,DifEqu,43232605,Analytical or scientific software,N
10976,15-2021.00,Mathematicians,Discrete Dynamics Lab DDLab,43232605,Analytical or scientific software,N
10977,15-2021.00,Mathematicians,DSP Development DADiSP,43232605,Analytical or scientific software,N
10978,15-2021.00,Mathematicians,EleSoft Research,43232605,Analytical or scientific software,N
10979,15-2021.00,Mathematicians,Extensible markup language XML,43232403,Enterprise application integration software,Y
10980,15-2021.00,Mathematicians,Formula translation/translator FORTRAN,43232402,Development environment software,N
10981,15-2021.00,Mathematicians,Geomview,43232605,Analytical or scientific software,N
10982,15-2021.00,Mathematicians,GNU Octave,43232605,Analytical or scientific software,N
10983,15-2021.00,Mathematicians,Graphics Programming Environment GRAPE,43232605,Analytical or scientific software,N
10984,15-2021.00,Mathematicians,GraphPad Software GraphPad Prism,43232605,Analytical or scientific software,N
10985,15-2021.00,Mathematicians,IBM SPSS Amos,43232605,Analytical or scientific software,N
10986,15-2021.00,Mathematicians,IBM SPSS Statistics,43232605,Analytical or scientific software,Y
10987,15-2021.00,Mathematicians,Insightful S-PLUS,43232605,Analytical or scientific software,N
10988,15-2021.00,Mathematicians,Interactive Mathematical Proof System IMPS,43232605,Analytical or scientific software,N
10989,15-2021.00,Mathematicians,JACAL,43232605,Analytical or scientific software,N
10990,15-2021.00,Mathematicians,JavaScript,43232408,Web platform development software,Y
10991,15-2021.00,Mathematicians,Kant,43232605,Analytical or scientific software,N
10992,15-2021.00,Mathematicians,KSEG,43232605,Analytical or scientific software,N
10993,15-2021.00,Mathematicians,LINDO Systems LINDO API,43232605,Analytical or scientific software,N
10994,15-2021.00,Mathematicians,Linux,43233004,Operating system software,Y
10995,15-2021.00,Mathematicians,MacKichan Software Scientific WorkPlace,43232605,Analytical or scientific software,N
10996,15-2021.00,Mathematicians,Magma,43232605,Analytical or scientific software,N
10997,15-2021.00,Mathematicians,Maplesoft Maple,43232605,Analytical or scientific software,N
10998,15-2021.00,Mathematicians,Mathsoft Mathcad,43232605,Analytical or scientific software,N
10999,15-2021.00,Mathematicians,Maxima,43232605,Analytical or scientific software,N
11000,15-2021.00,Mathematicians,Maximal Software MPL Modeling System,43232605,Analytical or scientific software,N
11001,15-2021.00,Mathematicians,MicroPress VTeX,43232112,Desktop publishing software,N
11002,15-2021.00,Mathematicians,Microsoft Access,43232306,Data base user interface and query software,Y
11003,15-2021.00,Mathematicians,Microsoft Excel,43232110,Spreadsheet software,Y
11004,15-2021.00,Mathematicians,Microsoft Office,43231513,Office suite software,Y
11005,15-2021.00,Mathematicians,Microsoft Outlook,43233501,Electronic mail software,Y
11006,15-2021.00,Mathematicians,Microsoft PowerPoint,43232106,Presentation software,Y
11007,15-2021.00,Mathematicians,Microsoft Visual Basic,43232402,Development environment software,Y
11008,15-2021.00,Mathematicians,Microsoft Word,43232104,Word processing software,Y
11009,15-2021.00,Mathematicians,Minitab,43232605,Analytical or scientific software,Y
11010,15-2021.00,Mathematicians,ModelKinetix ModelMaker,43232605,Analytical or scientific software,N
11011,15-2021.00,Mathematicians,Multipath Corporation Fast Matrix Solver FMS,43232605,Analytical or scientific software,N
11012,15-2021.00,Mathematicians,MySQL,43232304,Data base management system software,Y
11013,15-2021.00,Mathematicians,Numeritek NUMERICA,43232605,Analytical or scientific software,N
11014,15-2021.00,Mathematicians,Oracle Java,43232405,Object or component oriented development software,Y
11015,15-2021.00,Mathematicians,PARI/GP,43232605,Analytical or scientific software,N
11016,15-2021.00,Mathematicians,PHP: Hypertext Preprocessor,43232408,Web platform development software,Y
11017,15-2021.00,Mathematicians,Polymath Software POLYMATH,43232605,Analytical or scientific software,N
11018,15-2021.00,Mathematicians,Practical extraction and reporting language Perl,43232405,Object or component oriented development software,Y
11019,15-2021.00,Mathematicians,Provalis Research Simstat,43232605,Analytical or scientific software,N
11020,15-2021.00,Mathematicians,Python,43232405,Object or component oriented development software,Y
11021,15-2021.00,Mathematicians,R,43232405,Object or component oriented development software,Y
11022,15-2021.00,Mathematicians,SAGE,43232605,Analytical or scientific software,N
11023,15-2021.00,Mathematicians,SAS,43232605,Analytical or scientific software,Y
11024,15-2021.00,Mathematicians,SHAZAM,43232605,Analytical or scientific software,N
11025,15-2021.00,Mathematicians,StataCorp Stata,43232605,Analytical or scientific software,N
11026,15-2021.00,Mathematicians,STATISTICA,43232605,Analytical or scientific software,N
11027,15-2021.00,Mathematicians,Structured query language SQL,43232306,Data base user interface and query software,Y
11028,15-2021.00,Mathematicians,SuperANOVA,43232605,Analytical or scientific software,N
11029,15-2021.00,Mathematicians,Symmetrica,43232605,Analytical or scientific software,N
11030,15-2021.00,Mathematicians,Systat Software SigmaPlot,43232605,Analytical or scientific software,N
11031,15-2021.00,Mathematicians,The MathWizards MathViews,43232605,Analytical or scientific software,N
11032,15-2021.00,Mathematicians,The MathWorks MATLAB,43232605,Analytical or scientific software,Y
11033,15-2021.00,Mathematicians,UNISTAT Statistical Package,43232605,Analytical or scientific software,N
11034,15-2021.00,Mathematicians,UNIX,43233004,Operating system software,Y
11035,15-2021.00,Mathematicians,Web browser software,43232705,Internet browser software,N
11036,15-2021.00,Mathematicians,Wolfram Research Mathematica,43232605,Analytical or scientific software,N
11037,15-2031.00,Operations Research Analysts,A mathematical programming language AMPL,43232605,Analytical or scientific software,N
11038,15-2031.00,Operations Research Analysts,Amazon Redshift,43232306,Data base user interface and query software,Y
11039,15-2031.00,Operations Research Analysts,Apache Hadoop,43232304,Data base management system software,Y
11040,15-2031.00,Operations Research Analysts,Apache Hive,43232304,Data base management system software,Y
11041,15-2031.00,Operations Research Analysts,Apache Pig,43232304,Data base management system software,Y
11042,15-2031.00,Operations Research Analysts,Apple macOS,43233004,Operating system software,Y
11043,15-2031.00,Operations Research Analysts,Bash,43233004,Operating system software,Y
11044,15-2031.00,Operations Research Analysts,Blackbaud The Raiser's Edge,43232303,Customer relationship management CRM software,N
11045,15-2031.00,Operations Research Analysts,Business Forecast Systems Forecast Pro,43231604,Financial analysis software,N
11046,15-2031.00,Operations Research Analysts,C,43232402,Development environment software,N
11047,15-2031.00,Operations Research Analysts,C++,43232405,Object or component oriented development software,Y
11048,15-2031.00,Operations Research Analysts,Cisco Systems IOS,43233004,Operating system software,N
11049,15-2031.00,Operations Research Analysts,Citrix,43232901,Access software,Y
11050,15-2031.00,Operations Research Analysts,Claritas PRIZM NE,43232605,Analytical or scientific software,N
11051,15-2031.00,Operations Research Analysts,Dassault Systemes CATIA,43232604,Computer aided design CAD software,Y
11052,15-2031.00,Operations Research Analysts,Data entry software,43232306,Data base user interface and query software,Y
11053,15-2031.00,Operations Research Analysts,Eko,43232702,Desktop communications software,N
11054,15-2031.00,Operations Research Analysts,ESRI ArcExplorer,43232605,Analytical or scientific software,N
11055,15-2031.00,Operations Research Analysts,ESRI ArcGIS software,43233506,Map creation software,Y
11056,15-2031.00,Operations Research Analysts,Extensible markup language XML,43232403,Enterprise application integration software,Y
11057,15-2031.00,Operations Research Analysts,FileMaker Pro,43232306,Data base user interface and query software,N
11058,15-2031.00,Operations Research Analysts,Fund accounting software,43231601,Accounting software,N
11059,15-2031.00,Operations Research Analysts,General algebraic modeling system GAMS,43232605,Analytical or scientific software,N
11060,15-2031.00,Operations Research Analysts,Geographic information system GIS software,43233506,Map creation software,Y
11061,15-2031.00,Operations Research Analysts,GitHub,43232701,Application server software,Y
11062,15-2031.00,Operations Research Analysts,Google Docs,43232104,Word processing software,Y
11063,15-2031.00,Operations Research Analysts,Google Drive,43231513,Office suite software,Y
11064,15-2031.00,Operations Research Analysts,Google Slides,43232106,Presentation software,N
11065,15-2031.00,Operations Research Analysts,Hewlett Packard HP-UX,43233004,Operating system software,N
11066,15-2031.00,Operations Research Analysts,Human resource management software HRMS,43231505,Human resources software,N
11067,15-2031.00,Operations Research Analysts,Hyperion Solutions Hyperion Intelligence,43232605,Analytical or scientific software,N
11068,15-2031.00,Operations Research Analysts,IBM Cognos Impromptu,43232314,Business intelligence and data analysis software,Y
11069,15-2031.00,Operations Research Analysts,IBM Domino,43232902,Communications server software,N
11070,15-2031.00,Operations Research Analysts,IBM Notes,43233501,Electronic mail software,Y
11071,15-2031.00,Operations Research Analysts,IBM Power Systems software,43233701,Enterprise system management software,N
11072,15-2031.00,Operations Research Analysts,IBM SPSS Statistics,43232605,Analytical or scientific software,Y
11073,15-2031.00,Operations Research Analysts,iGrafx,43232605,Analytical or scientific software,N
11074,15-2031.00,Operations Research Analysts,ILOG OPL-CPLEX Development System,43232605,Analytical or scientific software,N
11075,15-2031.00,Operations Research Analysts,Imagine That Extend OR,43232605,Analytical or scientific software,N
11076,15-2031.00,Operations Research Analysts,Insightful S-PLUS,43232605,Analytical or scientific software,N
11077,15-2031.00,Operations Research Analysts,Job control language JCL,43233004,Operating system software,N
11078,15-2031.00,Operations Research Analysts,Jupyter Notebook,43232405,Object or component oriented development software,N
11079,15-2031.00,Operations Research Analysts,LexisNexis,43232309,Information retrieval or search software,N
11080,15-2031.00,Operations Research Analysts,LINDO Systems LINGO,43232605,Analytical or scientific software,N
11081,15-2031.00,Operations Research Analysts,Linux,43233004,Operating system software,Y
11082,15-2031.00,Operations Research Analysts,Marketo Marketing Automation,43231514,Sales and marketing software,Y
11083,15-2031.00,Operations Research Analysts,Mathsoft Mathcad,43232604,Computer aided design CAD software,Y
11084,15-2031.00,Operations Research Analysts,McAfee,43233205,Transaction security and virus protection software,N
11085,15-2031.00,Operations Research Analysts,Mesquite Software CSIM,43232605,Analytical or scientific software,N
11086,15-2031.00,Operations Research Analysts,Microsoft Access,43232306,Data base user interface and query software,Y
11087,15-2031.00,Operations Research Analysts,Microsoft Dynamics,43231602,Enterprise resource planning ERP software,Y
11088,15-2031.00,Operations Research Analysts,Microsoft Excel,43232110,Spreadsheet software,Y
11089,15-2031.00,Operations Research Analysts,Microsoft Exchange,43233501,Electronic mail software,Y
11090,15-2031.00,Operations Research Analysts,Microsoft MapPoint,43233506,Map creation software,N
11091,15-2031.00,Operations Research Analysts,Microsoft Office,43231513,Office suite software,Y
11092,15-2031.00,Operations Research Analysts,Microsoft PowerPoint,43232106,Presentation software,Y
11093,15-2031.00,Operations Research Analysts,Microsoft Project,43231507,Project management software,Y
11094,15-2031.00,Operations Research Analysts,Microsoft SharePoint,43231507,Project management software,Y
11095,15-2031.00,Operations Research Analysts,Microsoft SQL Server,43232306,Data base user interface and query software,Y
11096,15-2031.00,Operations Research Analysts,Microsoft SQL Server Reporting Services,43232305,Data base reporting software,Y
11097,15-2031.00,Operations Research Analysts,Microsoft Visio,43232102,Graphics or photo imaging software,Y
11098,15-2031.00,Operations Research Analysts,Microsoft Visual Basic,43232402,Development environment software,Y
11099,15-2031.00,Operations Research Analysts,Microsoft Visual Basic for Applications VBA,43232402,Development environment software,Y
11100,15-2031.00,Operations Research Analysts,Microsoft Visual Basic Scripting Edition VBScript,43232402,Development environment software,Y
11101,15-2031.00,Operations Research Analysts,Microsoft Word,43232104,Word processing software,Y
11102,15-2031.00,Operations Research Analysts,MicroStrategy,43232314,Business intelligence and data analysis software,Y
11103,15-2031.00,Operations Research Analysts,Minitab,43232605,Analytical or scientific software,Y
11104,15-2031.00,Operations Research Analysts,Mixed integer optimizer MINTO,43232605,Analytical or scientific software,N
11105,15-2031.00,Operations Research Analysts,MySQL,43232306,Data base user interface and query software,Y
11106,15-2031.00,Operations Research Analysts,National Instruments LabVIEW,43232402,Development environment software,Y
11107,15-2031.00,Operations Research Analysts,NetSuite ERP,43231602,Enterprise resource planning ERP software,Y
11108,15-2031.00,Operations Research Analysts,Oracle Business Intelligence Enterprise Edition,43232314,Business intelligence and data analysis software,Y
11109,15-2031.00,Operations Research Analysts,Oracle E-Business Suite Financials,43231604,Financial analysis software,N
11110,15-2031.00,Operations Research Analysts,Oracle Eloqua,43232303,Customer relationship management CRM software,N
11111,15-2031.00,Operations Research Analysts,Oracle Hyperion,43231602,Enterprise resource planning ERP software,Y
11112,15-2031.00,Operations Research Analysts,Oracle JD Edwards EnterpriseOne,43231602,Enterprise resource planning ERP software,Y
11113,15-2031.00,Operations Research Analysts,Oracle PeopleSoft,43231602,Enterprise resource planning ERP software,Y
11114,15-2031.00,Operations Research Analysts,Oracle Solaris,43233004,Operating system software,Y
11115,15-2031.00,Operations Research Analysts,Oracle Taleo,43231505,Human resources software,Y
11116,15-2031.00,Operations Research Analysts,Practical extraction and reporting language Perl,43232405,Object or component oriented development software,Y
11117,15-2031.00,Operations Research Analysts,ProModel,43232605,Analytical or scientific software,N
11118,15-2031.00,Operations Research Analysts,Python,43232405,Object or component oriented development software,Y
11119,15-2031.00,Operations Research Analysts,Qlik Tech QlikView,43232314,Business intelligence and data analysis software,Y
11120,15-2031.00,Operations Research Analysts,R,43232405,Object or component oriented development software,Y
11121,15-2031.00,Operations Research Analysts,Rockwell Automation Arena,43232605,Analytical or scientific software,N
11122,15-2031.00,Operations Research Analysts,Salesforce software,43232303,Customer relationship management CRM software,Y
11123,15-2031.00,Operations Research Analysts,SAP,43231602,Enterprise resource planning ERP software,Y
11124,15-2031.00,Operations Research Analysts,SAP Business Objects,43231602,Enterprise resource planning ERP software,Y
11125,15-2031.00,Operations Research Analysts,SAP Crystal Reports,43232305,Data base reporting software,Y
11126,15-2031.00,Operations Research Analysts,SAP PowerBuilder,43232405,Object or component oriented development software,N
11127,15-2031.00,Operations Research Analysts,SAS,43232605,Analytical or scientific software,Y
11128,15-2031.00,Operations Research Analysts,Scala,43232405,Object or component oriented development software,Y
11129,15-2031.00,Operations Research Analysts,Shell script,43233004,Operating system software,Y
11130,15-2031.00,Operations Research Analysts,Splunk Enterprise,43233701,Enterprise system management software,Y
11131,15-2031.00,Operations Research Analysts,Stanford Business Software MINOS,43232605,Analytical or scientific software,N
11132,15-2031.00,Operations Research Analysts,Stanford Business Software SNOPT,43232605,Analytical or scientific software,N
11133,15-2031.00,Operations Research Analysts,StataCorp Stata,43232605,Analytical or scientific software,N
11134,15-2031.00,Operations Research Analysts,Strategic Reporting Systems ReportSmith,43232305,Data base reporting software,N
11135,15-2031.00,Operations Research Analysts,Structured query language SQL,43232306,Data base user interface and query software,Y
